ID	GroupID	Level	Variation	ColorList	Block1	Block2	Block3	Block4
2632	536	19	11	Blue,Green,Green,White,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:XOX XXX XXO=White, Yellow	1:XXO XXO OXX=Blue, Green
2633	536	19	12	Blue,Green,Green,White,Yellow,Yellow	3:XOX XOX XXX=Green	4:XXO XXX XOX=Blue, White	2:XOX XXX XOX=Yellow	1:XXO XXX OOX=Green, Yellow
2634	536	19	13	Blue,Green,Green,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	1:OOX XXX XXO=Green, Green	2:XOX XXX XOX=Yellow	3:XOX XOX XXX=White
2635	536	19	14	Blue,Green,Green,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	1:OOX XXX XXO=Green, Green	2:XOX XXX XOX=Yellow	3:XXX XOO XXX=Blue, White
2636	536	19	15	Blue,Green,Green,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	1:OXX XXX XOO=Green, Green, White	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
2637	536	19	16	Blue,Green,Green,White,Yellow,Yellow	4:XOX XXX OXX=White	1:OXX XXO XXO=Green, Green, Yellow	3:XOX XOX XXX=Yellow	2:XXX OXO XXX=Blue
2638	536	19	17	Blue,Green,Green,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	1:OXX XXX XOO=Green, Green, White	3:XOX XOX XXX=Yellow	2:XXX OXO XXX=Blue
2639	536	19	18	Blue,Green,Green,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:XXO XXX OOX=Green, Yellow
2640	537	19	1	Blue,Green,Red,Red,Red,White	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	4:XXO OXX XXX=Green, Red	1:OOX XXX XXO=Red
2641	537	19	2	Blue,Green,Red,Red,Red,White	2:XXX OXO XXX=Red, Red	3:XOX XOX XXX=Red	4:OXX XXX XOX=White	1:XXO XXO OXX=Blue, Green
2642	537	19	3	Blue,Green,Red,Red,Red,White	2:XXX OXO XXX=Red, Red	4:XXX OXX XXO=Green	1:XXO XXX OOX=Blue, Red	3:XOX XOX XXX=White
2643	537	19	4	Blue,Green,Red,Red,Red,White	2:XXX OXO XXX=Red, Red	4:OXX XXX XOX=Green, White	3:XXX XOX XOX=	1:OXX XXO XXO=Blue, Red
2644	537	19	5	Blue,Green,Red,Red,Red,White	2:XXX OXO XXX=Red, Red	4:XXO XXX XOX=Blue, White	3:XXX XOO XXX=Green	1:OOX XXX XXO=Red
2645	537	19	6	Blue,Green,Red,Red,Red,White	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	1:XXO XXX OOX=Blue, Red	4:XXX OXX XXO=Red
2646	537	19	7	Blue,Green,Red,Red,Red,White	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	4:XXO XXX XOX=Red	1:OXX XXO XXO=Blue, Red
2647	538	19	1	Blue,Green,Red,Red,Red,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	4:XXO OXX XXX=Green, Red	1:OOX XXX XXO=Red
2648	538	19	2	Blue,Green,Red,Red,Red,Yellow	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	4:XXO OXX XXX=Green, Red	1:OXX XXX XOO=Red, Yellow
2649	538	19	3	Blue,Green,Red,Red,Red,Yellow	2:XXX OXO XXX=Red, Red	3:XOX XOX XXX=Red	4:XOX XXX OXX=Blue, Yellow	1:XOO XXX OXX=Green
2650	538	19	4	Blue,Green,Red,Red,Red,Yellow	2:XXX OXO XXX=Red, Red	4:OXX XXO XXX=Green, Yellow	3:XXX XOX XOX=	1:OXX XXO XXO=Blue, Red
2651	538	19	5	Blue,Green,Red,Red,Red,Yellow	2:XXX OXO XXX=Red, Red	4:XOX XXX OXX=Blue	3:XXX XOO XXX=Green	1:OXX XXX XOO=Red, Yellow
2652	538	19	6	Blue,Green,Red,Red,Red,Yellow	2:XXX OXO XXX=Red, Red	4:XXX OXX XXO=Green	3:XOX XOX XXX=Yellow	1:OXX XXO XXO=Blue, Red
2653	538	19	7	Blue,Green,Red,Red,Red,Yellow	2:XXX OXO XXX=Red, Red	4:XXX XXO OXX=Blue, Yellow	3:XXX XOO XXX=Green	1:OOX XXX XXO=Red
2654	538	19	8	Blue,Green,Red,Red,Red,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	1:XXO XXX OOX=Blue, Red	4:XXX OXX XXO=Red
2655	538	19	9	Blue,Green,Red,Red,Red,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	4:XXO XXX XOX=Red	1:OXX XXO XXO=Blue, Red
2656	539	19	1	Blue,Green,Red,Red,White,White	1:XXO OXX OXX=Blue, Red, White	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:XXX OXX XXO=Red
2657	539	19	2	Blue,Green,Red,Red,White,White	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	1:OXX OXX XXO=Green, White, White	4:XXX OXX XXO=Red
2658	539	19	3	Blue,Green,Red,Red,White,White	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	4:OXX XXO XXX=Green, White	1:OOX XXX XXO=Red
2659	539	19	4	Blue,Green,Red,Red,White,White	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	4:OXX XXX XOX=White	1:OXX XXO XXO=Blue, Red
2660	539	19	5	Blue,Green,Red,Red,White,White	4:XXX XXO OXX=Red, White	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:OXX XXO XXO=Blue, Red
2661	540	19	1	Blue,Green,Red,Red,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XOX XOX XXX=Red	4:XXO OXX XXX=Green, Red	2:XXX OXO XXX=Blue
2662	540	19	2	Blue,Green,Red,Red,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	4:XXO XXX XOX=Red	1:XXO XXX OOX=Green, Yellow
2663	540	19	3	Blue,Green,Red,Red,Yellow,Yellow	2:XXX OXO XXX=Red, Red	4:XOX XXX OXX=Blue	3:XOX XOX XXX=Yellow	1:XXO XXX OOX=Green, Yellow
2664	540	19	4	Blue,Green,Red,Red,Yellow,Yellow	2:XXX OXO XXX=Red, Red	4:XXX XXO OXX=Blue, Yellow	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
2665	540	19	5	Blue,Green,Red,Red,Yellow,Yellow	2:XXX OXO XXX=Red, Red	4:XXX XXO OXX=Blue, Yellow	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
2666	540	19	6	Blue,Green,Red,Red,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	1:XOO XXX OXX=Blue, Red, Yellow	4:XXO OXX XXX=
2667	540	19	7	Blue,Green,Red,Red,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	1:XXO XXX OOX=Blue, Red	4:OXX XXX XOX=Yellow
2668	540	19	8	Blue,Green,Red,Red,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	1:XOO XXX OXX=Blue, Red, Yellow	4:XXX OXX XXO=Red
2669	540	19	9	Blue,Green,Red,Red,Yellow,Yellow	3:XXX XOX XOX=Blue, Green	2:XXX OXO XXX=Yellow	4:XXO XXX XOX=Red	1:OXX XXX XOO=Red, Yellow
2670	540	19	10	Blue,Green,Red,Red,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	4:XOX XXX OXX=Blue, Yellow	1:OOX XXX XXO=Red
2671	540	19	11	Blue,Green,Red,Red,Yellow,Yellow	3:XXX XOO XXX=Green, Red	4:XOX XXX OXX=Blue	2:XOX XXX XOX=Yellow	1:OXX XXX XOO=Red, Yellow
2672	540	19	12	Blue,Green,Red,Red,Yellow,Yellow	3:XXX XOO XXX=Green, Red	4:XXX XXO OXX=Blue, Yellow	2:XOX XXX XOX=Yellow	1:OOX XXX XXO=Red
2673	540	19	13	Blue,Green,Red,Red,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:OXX XXO XXO=Blue, Red
2674	540	19	14	Blue,Green,Red,Red,Yellow,Yellow	4:XXO OXX XXX=Blue, Red	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:OXX XXX XOO=Red, Yellow
2675	540	19	15	Blue,Green,Red,Red,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XOX XOX XXX=Red	1:XXO OXX OXX=Blue, Green, Red	2:XOX XXX XOX=Yellow
2676	540	19	16	Blue,Green,Red,Red,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:XXO XXO OXX=Blue, Green
2677	540	19	17	Blue,Green,Red,Red,Yellow,Yellow	4:XXO OXX XXX=Blue, Red	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
2678	540	19	18	Blue,Green,Red,Red,Yellow,Yellow	4:XXO OXX XXX=Blue, Red	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:XXO XXX OOX=Green, Yellow
2679	541	19	1	Blue,Green,Red,White,White,White	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	4:XXO OXX XXX=Green, Red	3:XOX XOX XXX=White
2680	541	19	2	Blue,Green,Red,White,White,White	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	1:OXX XXX XOO=White, White	4:XOX XXX OXX=Green
2681	541	19	3	Blue,Green,Red,White,White,White	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	1:OXX OXX XXO=Green, White, White	4:XXO OXX XXX=
2682	541	19	4	Blue,Green,Red,White,White,White	3:XXX XOX XOX=Blue, Green	2:XOX XXX XOX=White	1:OXX XXX XOO=White, White	4:XXX OXX XXO=Red
2683	541	19	5	Blue,Green,Red,White,White,White	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	1:OXX XXX XOO=White, White	4:OXX XXO XXX=Blue
2684	541	19	6	Blue,Green,Red,White,White,White	4:XOX XXX OXX=White	2:XOX XXX XOX=White	1:XXO OXX OXX=Blue, Green, Red	3:XOX XOX XXX=White
2685	541	19	7	Blue,Green,Red,White,White,White	4:XOX XXX OXX=White	3:XOX XOX XXX=Red	1:OXX OXX XXO=Green, White, White	2:XXX OXO XXX=Blue
2686	542	19	1	Blue,Green,Red,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	4:XXX OXX XXO=Red
2687	542	19	2	Blue,Green,Red,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	4:XXX XXO OXX=Blue, Green
2688	542	19	3	Blue,Green,Red,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	4:OXX XXO XXX=Blue
2689	542	19	4	Blue,Green,Red,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	4:XOX XXX OXX=Green
2690	542	19	5	Blue,Green,Red,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	4:XXX XXO OXX=Blue, Green
2691	542	19	6	Blue,Green,Red,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XOX XOX XXX=Red	4:XXX XXO OXX=Blue, Green	2:XOX XXX XOX=Yellow
2692	542	19	7	Blue,Green,Red,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	4:OXX XXO XXX=Green, Yellow	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
2693	542	19	8	Blue,Green,Red,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	4:XOX XXX OXX=Blue	3:XXX XOO XXX=Green	2:XOX XXX XOX=Yellow
2694	542	19	9	Blue,Green,Red,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	4:XXX OXX XXO=Green	3:XOX XOX XXX=Yellow	2:XXX OXO XXX=Blue
2695	542	19	10	Blue,Green,Red,Yellow,Yellow,Yellow	2:XOX XXX XOX=Blue	4:OXX XXO XXX=Green, Yellow	3:XOX XOX XXX=Yellow	1:OXX XXX XOO=Red, Yellow
2696	542	19	11	Blue,Green,Red,Yellow,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	1:XOO XXX OXX=Blue, Red, Yellow	4:OXX XXX XOX=Yellow
2697	542	19	12	Blue,Green,Red,Yellow,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:XOX XXX OXX=Blue, Yellow	1:OXX XXX XOO=Red, Yellow
2698	542	19	13	Blue,Green,Red,Yellow,Yellow,Yellow	3:XOX XOX XXX=Green	4:XXX XXO OXX=Blue, Yellow	2:XOX XXX XOX=Yellow	1:OXX XXX XOO=Red, Yellow
2699	542	19	14	Blue,Green,Red,Yellow,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:OXX XXX XOO=Red, Yellow
2700	542	19	15	Blue,Green,Red,Yellow,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:XXO XXO OXX=Blue, Green
2701	542	19	16	Blue,Green,Red,Yellow,Yellow,Yellow	4:XXO OXX XXX=Blue, Red	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:XXO XXX OOX=Green, Yellow
2702	542	19	17	Blue,Green,Red,Yellow,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
2703	542	19	18	Blue,Green,Red,Yellow,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:XXO XXX OOX=Green, Yellow
2704	542	19	19	Blue,Green,Red,Yellow,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	1:XXO XXO OXX=Blue, Green
2705	543	19	1	Blue,Green,White,White,White,Yellow	1:XOO XXX OXX=Blue, White	2:XXX OXO XXX=Yellow	4:OXX XXO XXX=Green, White	3:XOX XOX XXX=White
2706	543	19	2	Blue,Green,White,White,White,Yellow	1:XOO XXX OXX=Blue, White	4:OXX XXX XOX=Green, White	2:XOX XXX XOX=Yellow	3:XOX XOX XXX=White
2707	543	19	3	Blue,Green,White,White,White,Yellow	2:XOX XXX XOX=Blue	4:OXX XXO XXX=Green, Yellow	1:OXX XXX XOO=White, White	3:XOX XOX XXX=White
2708	543	19	4	Blue,Green,White,White,White,Yellow	2:XOX XXX XOX=Blue	4:XXX OXX XXO=Green	1:OXX XXX XOO=White, White	3:XXX XOX XOX=White, Yellow
2709	543	19	5	Blue,Green,White,White,White,Yellow	2:XOX XXX XOX=Blue	4:XXX OXX XXO=Green	1:OOX XXX XXO=White, White, Yellow	3:XOX XOX XXX=White
2710	543	19	6	Blue,Green,White,White,White,Yellow	3:XXX XOX XOX=Blue, Green	2:XOX XXX XOX=White	1:OXX XXX XOO=White, White	4:OXX XXX XOX=Yellow
2711	543	19	7	Blue,Green,White,White,White,Yellow	3:XXX XOX XOX=Blue, Green	2:XOX XXX XOX=White	1:OOX XXX XXO=White, White, Yellow	4:XXO OXX XXX=
2712	543	19	8	Blue,Green,White,White,White,Yellow	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	1:OOX XXX XXO=White, White, Yellow	4:OXX XXO XXX=Blue
2713	543	19	9	Blue,Green,White,White,White,Yellow	3:XOX XOX XXX=Green	4:XXO XXX XOX=Blue, White	1:OXX XXX XOO=White, White	2:XOX XXX XOX=Yellow
2714	544	19	1	Blue,Green,White,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	4:XXX XXO OXX=Blue, Green	3:XOX XOX XXX=White
2715	544	19	2	Blue,Green,White,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	4:OXX XXO XXX=Green, Yellow	2:XOX XXX XOX=Yellow	3:XOX XOX XXX=White
2716	544	19	3	Blue,Green,White,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	4:XXX OXX XXO=Green	2:XOX XXX XOX=Yellow	3:XXX XOX XOX=White, Yellow
2717	544	19	4	Blue,Green,White,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	4:OXX XXX XOX=Green, White	3:XOX XOX XXX=Yellow	2:XOX XXX XOX=Yellow
2718	544	19	5	Blue,Green,White,White,Yellow,Yellow	3:XXX XOX XOX=Blue, Green	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	4:OXX XXX XOX=Yellow
2719	544	19	6	Blue,Green,White,White,Yellow,Yellow	3:XXX XOX XOX=Blue, Green	2:XXX OXO XXX=Yellow	1:OOX XXX XXO=White, White, Yellow	4:XXO OXX XXX=
2720	544	19	7	Blue,Green,White,White,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	1:OOX XXX XXO=White, White, Yellow	4:OXX XXO XXX=Blue
2721	544	19	8	Blue,Green,White,White,Yellow,Yellow	3:XOX XOX XXX=Green	4:XOX XXX OXX=Blue	1:OOX XXX XXO=White, White, Yellow	2:XOX XXX XOX=Yellow
2722	544	19	9	Blue,Green,White,White,Yellow,Yellow	3:XOX XOX XXX=Green	4:XXX XXO OXX=Blue, Yellow	1:OXX XXX XOO=White, White	2:XOX XXX XOX=Yellow
2723	545	19	1	Blue,Green,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:OXX XXX XOX=Yellow
2724	545	19	2	Blue,Green,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:XOX XXX OXX=Green
2725	545	19	3	Blue,Green,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:XXX XXO OXX=Blue, Green
2726	545	19	4	Blue,Green,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XXX OXO XXX=Yellow	4:XXX XXO OXX=Blue, Green	3:XOX XOX XXX=White
2727	545	19	5	Blue,Green,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	4:XXX OXX XXO=Green	2:XOX XXX XOX=Yellow	3:XOX XOX XXX=White
2728	545	19	6	Blue,Green,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	4:XXX OXX XXO=Green	2:XOX XXX XOX=Yellow	3:XXX XOO XXX=Blue, White
2729	545	19	7	Blue,Green,White,Yellow,Yellow,Yellow	1:XOO XXX OXX=Blue, White	4:OXX XXO XXX=Green, Yellow	3:XOX XOX XXX=Yellow	2:XOX XXX XOX=Yellow
2730	545	19	8	Blue,Green,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	4:OXX XXX XOX=Green, White	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
2731	545	19	9	Blue,Green,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	4:OXX XXX XOX=Green, White	3:XOX XOX XXX=Yellow	2:XXX OXO XXX=Blue
2732	545	19	10	Blue,Green,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	4:XXO XXX XOX=Blue, White	3:XXX XOO XXX=Green	2:XOX XXX XOX=Yellow
2733	545	19	11	Blue,Green,White,Yellow,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:XXO XXX OOX=Green, Yellow
2734	546	19	1	Blue,Red,Red,Red,White,Yellow	1:XXO OXX OXX=Blue, Red, White	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	4:XXX OXX XXO=Red
2735	546	19	2	Blue,Red,Red,Red,White,Yellow	1:XXO OXX OXX=Blue, Red, White	3:XOX XOX XXX=Red	4:XXO XXX XOX=Red	2:XOX XXX XOX=Yellow
2736	546	19	3	Blue,Red,Red,Red,White,Yellow	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	4:XXO XXX XOX=Red	1:OXX XXX XOO=Red, Yellow
2737	546	19	4	Blue,Red,Red,Red,White,Yellow	2:XXX OXO XXX=Red, Red	4:XXO XXX XOX=Blue, White	3:XXX XOX XOX=	1:OXX XXX XOO=Red, Yellow
2738	546	19	5	Blue,Red,Red,Red,White,Yellow	2:XXX OXO XXX=Red, Red	4:XXO XXX XOX=Blue, White	3:XOX XOX XXX=Yellow	1:OOX XXX XXO=Red
2739	546	19	6	Blue,Red,Red,Red,White,Yellow	4:XXX XXO OXX=Red, White	3:XOX XOX XXX=Red	1:XXO XXX OOX=Blue, Red	2:XOX XXX XOX=Yellow
2740	546	19	7	Blue,Red,Red,Red,White,Yellow	4:XXX XXO OXX=Red, White	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:OXX XXO XXO=Blue, Red
2741	546	19	8	Blue,Red,Red,Red,White,Yellow	4:XXO OXX XXX=Blue, Red	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:OOX XXX XXO=Red
2742	547	19	1	Blue,Red,Red,White,White,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:XXX OXX XXO=Red
2743	547	19	2	Blue,Red,Red,White,White,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XXX OXO XXX=Yellow	4:XXO XXX XOX=Red	3:XOX XOX XXX=White
2744	547	19	3	Blue,Red,Red,White,White,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	4:XXX OXX XXO=Red
2745	547	19	4	Blue,Red,Red,White,White,Yellow	1:XXO OXX OXX=Blue, Red, White	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	4:XXO OXX XXX=
2746	547	19	5	Blue,Red,Red,White,White,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOX XOX=Red, White	4:XXO XXX XOX=Red	2:XOX XXX XOX=Yellow
2747	547	19	6	Blue,Red,Red,White,White,Yellow	1:XXO OXX OXX=Blue, Red, White	3:XOX XOX XXX=Red	4:OXX XXX XOX=White	2:XOX XXX XOX=Yellow
2748	547	19	7	Blue,Red,Red,White,White,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	1:OXX XXX XOO=White, White	4:XXX OXX XXO=Red
2749	547	19	8	Blue,Red,Red,White,White,Yellow	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	1:OOX XXX XXO=White, White, Yellow	4:XXX OXX XXO=Red
2750	547	19	9	Blue,Red,Red,White,White,Yellow	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	4:OXX XXX XOX=White	1:OXX XXX XOO=Red, Yellow
2751	547	19	10	Blue,Red,Red,White,White,Yellow	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	4:XOX XXX XXO=White, Yellow	1:OOX XXX XXO=Red
2752	547	19	11	Blue,Red,Red,White,White,Yellow	4:OXX XXO XXX=Red, Yellow	2:XOX XXX XOX=White	1:XXO XXX OOX=Blue, Red	3:XOX XOX XXX=White
2753	547	19	12	Blue,Red,Red,White,White,Yellow	4:XXX XXO OXX=Red, White	2:XXX OXO XXX=Yellow	1:XXO XXX OOX=Blue, Red	3:XOX XOX XXX=White
2754	547	19	13	Blue,Red,Red,White,White,Yellow	4:XXX XXO OXX=Red, White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:OXX XXO XXO=Blue, Red
2755	547	19	14	Blue,Red,Red,White,White,Yellow	4:OXX XXO XXX=Red, Yellow	3:XOX XOX XXX=Red	1:OXX XXX XOO=White, White	2:XXX OXO XXX=Blue
2756	547	19	15	Blue,Red,Red,White,White,Yellow	4:XOX XXX OXX=White	3:XXX XOX XOX=Red, White	1:XXO XXX OOX=Blue, Red	2:XOX XXX XOX=Yellow
2757	547	19	16	Blue,Red,Red,White,White,Yellow	4:XXO OXX XXX=Blue, Red	3:XOX XOX XXX=Red	1:OXX XXX XOO=White, White	2:XOX XXX XOX=Yellow
2758	547	19	17	Blue,Red,Red,White,White,Yellow	4:XOX XXX OXX=White	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:OXX XXO XXO=Blue, Red
2759	548	19	1	Blue,Red,Red,White,Yellow,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	4:XXX OXX XXO=Red
2760	548	19	2	Blue,Red,Red,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	4:XXX OXX XXO=Red
2761	548	19	3	Blue,Red,Red,White,Yellow,Yellow	1:XXO OXX OXX=Blue, Red, White	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	4:XXO OXX XXX=
2762	548	19	4	Blue,Red,Red,White,Yellow,Yellow	1:XXO OXX OXX=Blue, Red, White	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	4:OXX XXX XOX=Yellow
2763	548	19	5	Blue,Red,Red,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOO XXX=Red, Yellow	4:XXO XXX XOX=Red	2:XOX XXX XOX=Yellow
2764	548	19	6	Blue,Red,Red,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOX XOX=Red, White	4:XXO XXX XOX=Red	2:XXX OXO XXX=Blue
2765	548	19	7	Blue,Red,Red,White,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	3:XOX XOX XXX=Red	4:OXX XXX XOX=White	2:XXX OXO XXX=Blue
2766	548	19	8	Blue,Red,Red,White,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	4:OXX XXX XOX=White	1:OXX XXX XOO=Red, Yellow
2767	548	19	9	Blue,Red,Red,White,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	4:XOX XXX XXO=White, Yellow	1:OOX XXX XXO=Red
2768	548	19	10	Blue,Red,Red,White,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	4:XOX XXX XXO=White, Yellow	1:OXX XXX XOO=Red, Yellow
2769	548	19	11	Blue,Red,Red,White,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XXX OXO XXX=Yellow	1:XXO XXX OOX=Blue, Red	3:XOX XOX XXX=White
2770	548	19	12	Blue,Red,Red,White,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:OXX XXO XXO=Blue, Red
2771	548	19	13	Blue,Red,Red,White,Yellow,Yellow	4:XXX XXO OXX=Red, White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:OXX XXO XXO=Blue, Red
